SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,Staff_Appointments,Required_Staff_FTE
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-02,184913.16084150848,99358.31647479384,157.7116134520537
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-03,187603.3003097863,100803.79351620129,160.00602145428775
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-04,190648.64546539052,102440.13116987889,162.60338280933158
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-05,184658.96625860213,99221.73157353722,157.49481202148766
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-06,186302.87448475734,100105.04324830679,158.8968940449314
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-07,205388.0104007597,110359.94866270253,175.17452168682942
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-08,180305.42996197086,96882.47115974793,153.78170025356815
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-09,205856.32991306868,110611.5880706471,175.57394931848748
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-10,248592.43307614743,133574.7305730679,212.02338186201254
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-11,201872.95808780627,108471.2259858173,172.17654918383698
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2026-12,184859.9842891196,99329.74342624907,157.66625940674456
00L,NHS North East and North Cumbria ICB - 00L,E54000050,E40000012,North East and Yorkshire,2027-01,210623.8310427527,113173.28180775805,179.6401298535842
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-02,65529.78400949859,35210.738859854595,55.89006168230888
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-03,66421.83175382593,35690.057701672835,56.65088524075053
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-04,66312.68600241878,35631.41104796339,56.557795314227604
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-05,66018.27757941592,35473.21827719228,56.30669567808299
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-06,66859.09411406897,35925.00935018628,57.02382436537505
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-07,70063.77443229337,37646.96164287137,59.7570819728117
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-08,64464.715125042254,34638.45157209377,54.981669162053606
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-09,73926.80131178076,39722.65947582185,63.05184043781246
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-10,89139.88326534163,47897.01658712797,76.02701045575868
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-11,76493.53217242604,41101.82608568907,65.24099378680805
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2026-12,71098.73696757875,38203.07206060729,60.639796921598865
00N,NHS North East and North Cumbria ICB - 00N,E54000050,E40000012,North East and Yorkshire,2027-01,81189.77809345309,43625.232674713865,69.24640107097439
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-02,129848.37907954359,69770.67659009059,110.7471056985565
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-03,122595.15709940353,65873.34488214158,104.56086489228822
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-04,125236.3060565466,67292.49813627808,106.8134891052033
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-05,123576.57532068639,66400.68464411737,105.39791213351964
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-06,115121.64366599274,61857.645244991865,98.18673848411407
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-07,124750.81586079036,67031.63250456296,106.39941667390947
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-08,109722.37194465409,58956.485879261374,93.5817236178752
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-09,123773.95611652288,66506.74212260901,105.56625733747461
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-10,165708.01518796032,89038.92692401285,141.33163003811563
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-11,130626.09880192361,70188.56421882003,111.41041939495243
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2026-12,114128.13072327303,61323.80669647904,97.33937570869689
00P,NHS North East and North Cumbria ICB - 00P,E54000050,E40000012,North East and Yorkshire,2027-01,132003.9945914353,70928.94097351156,112.5856205928755
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-02,186187.14299492378,100042.85791795683,158.79818717136004
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-03,187997.42152982316,101015.56438600658,160.34216569207393
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-04,182533.3377355572,98079.5799249503,155.6818728967465
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-05,180923.22782779482,97214.42890461933,154.30861730891957
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-06,178531.74484770515,95929.42722221614,152.26893209875578
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-07,187910.80616675917,100969.02385522053,160.26829183368338
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-08,169353.8373477657,90997.91540442307,144.4411355625763
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-09,187279.223916758,100629.65942712952,159.72961813830082
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-10,222005.43778326106,119288.89456008318,189.3474516826717
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-11,188859.0164830732,101478.52020617927,161.07701620028456
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2026-12,172378.76256797672,92623.2809326232,147.02108084543363
01H,NHS North East and North Cumbria ICB - 01H,E54000050,E40000012,North East and Yorkshire,2027-01,199893.11992377072,107407.41102545477,170.48795400865836
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-02,123588.8443146138,66407.2770714812,105.40837630393843
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-03,122724.01389046363,65942.58275449101,104.67076627696986
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-04,124538.69645557286,66917.65561455615,106.21850097548595
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-05,121269.33548161935,65160.948840186335,103.43007752410529
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-06,119061.58522305671,63974.67119564599,101.54709713594602
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-07,129888.26620062375,69792.10890557055,110.78112524693738
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-08,114971.92284096178,61777.19662225136,98.05904225754183
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-09,126669.51700988357,68062.59706719652,108.0358683606294
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-10,152217.5612031603,81790.17951030511,129.82568176238905
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-11,122683.44867875929,65920.78608450796,104.63616838810786
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2026-12,111739.38590098725,60040.27629253108,95.30202586116044
02P,NHS South Yorkshire ICB - 02P,E54000061,E40000012,North East and Yorkshire,2027-01,130249.32031332001,69986.11201833194,111.08906669576498
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-02,102315.49481107594,54976.59153870251,87.2644310138135
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-03,103751.23047448388,55748.04705744356,88.48896358324374
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-04,107311.63511669225,57661.138638426666,91.52561688639153
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-05,105535.6242338946,56706.84500917583,90.01086509392988
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-06,110120.3252783317,59170.31583646831,93.9211362483624
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-07,118856.07298008192,63864.244493814665,101.37181665684868
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-08,103412.64185278301,55566.11519668999,88.20018285188888
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-09,117072.90084266107,62906.10294914249,99.85095706213095
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-10,139058.27907452008,74719.37874972975,118.60218849163452
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-11,120788.11676847025,64902.37837945184,103.01964822135213
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2026-12,113424.35325570294,60945.65003076398,96.73912703295869
02Q,NHS Nottingham and Nottinghamshire ICB - 02Q,E54000060,E40000011,Midlands,2027-01,121662.56978195248,65372.24314657014,103.76546531201609
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-02,106692.28607058186,57328.34740684665,90.99737683626452
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-03,106766.63494640714,57368.296857173365,91.06078866217995
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-04,106718.09347503539,57342.214349834474,91.01938785688012
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-05,106769.19912770441,57369.67465384113,91.06297564101767
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-06,103609.72347476092,55672.01192182699,88.36827289178888
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-07,116110.5555205398,62389.011517476814,99.03017701186796
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-08,100849.0387658821,54188.62921535209,86.01369716722554
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-09,113476.90839685405,60973.88918001169,96.78395107938364
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-10,130002.81720556284,69853.65993281733,110.87882529018624
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-11,112429.72535078535,60411.21238607861,95.89081331123589
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2026-12,101005.44247234632,54272.668712021674,86.1470931936852
02T,NHS West Yorkshire ICB - 02T,E54000054,E40000012,North East and Yorkshire,2027-01,117575.16726436441,63175.9828530669,100.27933786201095
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-02,162347.91870722407,87233.4657659237,138.46581867606938
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-03,162180.54167373088,87143.53003507173,138.32306354773291
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-04,162415.43020735634,87269.7413288166,138.5233989346295
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-05,163498.67116676457,87851.79291223847,139.44729033688645
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-06,160363.8242051594,86167.36377212885,136.7735932890934
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-07,176331.09866667233,94746.96677046108,150.39201074676362
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-08,150876.68020689167,81069.69169983237,128.68205031719424
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-09,165369.13667651202,88856.83929848224,141.04260206108293
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-10,200349.95902875773,107652.88173270349,170.87759005191032
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-11,166306.50197657893,89360.508359747,141.84207676150317
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2026-12,154146.84831069567,82826.83216460451,131.4711621660389
02X,NHS South Yorkshire ICB - 02X,E54000061,E40000012,North East and Yorkshire,2027-01,175445.5970191504,94271.16530488098,149.63677032520792
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-02,148095.32673951937,79575.20316920633,126.30984630032751
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-03,149118.6242130486,80125.04566695001,127.18261216976192
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-04,148878.56005119928,79996.05338290309,126.97786251254459
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-05,142676.81590221595,76663.70616085471,121.68842247754715
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-06,144608.9299141125,77701.87777928235,123.33631393536882
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-07,157153.773927515,84442.52607028693,134.03575566712212
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-08,136983.08336088038,73604.32587018011,116.83226328600017
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-09,155952.7597590504,83797.19209136427,133.01141601803852
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-10,187698.796025789,100855.10567553814,160.087469326251
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-11,147939.41834707023,79491.42981674432,126.17687272499099
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2026-12,136245.91310372943,73208.22645047148,116.20353404836743
02Y,NHS Humber and North Yorkshire ICB - 02Y,E54000051,E40000012,North East and Yorkshire,2027-01,157077.07783266663,84401.31540237316,133.97034190852884
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-02,121410.45758299228,65236.77716060436,103.55043993746725
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-03,125110.33405187509,67224.81032947106,106.70604814201755
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-04,121340.2162226048,65199.03477772994,103.49053139322213
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-05,123167.08521724366,66180.65570130982,105.04865984334891
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-06,125979.38145637758,67691.77053206132,107.44725481279573
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-07,134547.33736163183,72295.54059635647,114.75482634342296
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-08,117797.576600363,63295.48877191297,100.46902979668725
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-09,133794.62348236187,71891.0892123061,114.11284001953351
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-10,158683.90569454437,85264.70290002026,135.34079825400042
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-11,130206.91134146608,69963.32465139896,111.05289627206184
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2026-12,117727.30157225163,63257.728298555696,100.40909253739
03F,NHS Humber and North Yorkshire ICB - 03F,E54000051,E40000012,North East and Yorkshire,2027-01,136668.72896308335,73435.41564443188,116.56415181655854
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-02,95326.11820066175,51221.03033333065,81.3032227513185
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-03,95497.49619036187,51313.11587478129,81.44939027743061
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-04,94006.33637905271,50511.879620031745,80.17758669846309
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-05,93157.8061517737,50055.94379330777,79.45387903699647
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-06,91272.77302630332,49043.069874579574,77.84614265806282
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-07,100898.51681719361,54215.214969759145,86.05589677739547
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-08,85850.41589458997,46129.50615915585,73.22143834786642
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-09,93867.46017714599,50437.2580757508,80.05913980277904
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-10,104525.23296301649,56163.93732646458,89.14910686740409
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-11,94393.30550996262,50719.80749925868,80.50763095120425
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2026-12,84782.79901832409,45555.84977373083,72.3108726567156
03H,NHS Humber and North Yorkshire ICB - 03H,E54000051,E40000012,North East and Yorkshire,2027-01,98855.49135235231,53117.44794345348,84.31340943405314
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-02,102237.86922695872,54934.881433709656,87.19822449795184
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-03,104354.7102821346,56072.311363141635,89.00366883038355
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-04,100210.0498403794,53845.28500126231,85.46870635121002
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-05,99338.44742577404,53376.95192990899,84.72532052366506
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-06,101744.67684843502,54669.877232790095,86.77758290919063
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-07,109706.12008402405,58947.75336122731,93.5678624781386
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-08,95707.36850495693,51425.88534861396,81.62838944224438
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-09,105365.54326758343,56615.45638978184,89.86580379330451
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-10,123385.2455766847,66297.87854222041,105.2347278447943
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-11,110176.64355802954,59200.57701113035,93.96916985893706
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2026-12,97474.17602115321,52375.23378625566,83.13529172421534
03K,NHS Humber and North Yorkshire ICB - 03K,E54000051,E40000012,North East and Yorkshire,2027-01,114160.03952272101,61340.95206665959,97.36659058199935
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-02,145818.8298024269,78351.98627052704,124.36823217543974
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-03,150766.65228323714,81010.57103362461,128.58820798988035
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-04,144382.581909711,77580.25551858217,123.14326272790821
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-05,145957.99403484244,78426.76258057113,124.48692473106529
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-06,143578.90634518611,77148.42118770095,122.45781140904913
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-07,159308.70957976367,85600.42514866815,135.87369071217165
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-08,135813.24274196295,72975.74219387223,115.8345114188448
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-09,152058.62515085467,81704.77932292866,129.69012590941057
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-10,184824.70926668186,99310.78930298887,157.63617349680771
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-11,153722.79366079482,82598.97733850281,131.10948783889336
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2026-12,138987.53214261646,74681.36471104418,118.54184874768917
03L,NHS South Yorkshire ICB - 03L,E54000061,E40000012,North East and Yorkshire,2027-01,161522.65501190207,86790.03160990254,137.76195493635322
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-02,325516.0613017232,174907.65767703461,277.6312026619597
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-03,329871.4213569874,177247.89804047486,281.34586990551566
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-04,325406.93158737983,174849.01964042766,277.53812641337726
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-05,320123.68719939573,172010.20456893076,273.03207074433453
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-06,318673.72092124756,171231.1025964892,271.79540094680823
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-07,348354.44314945786,187179.27296430102,297.1099570861921
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-08,301759.5362015089,162142.70179987227,257.3693679363052
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-09,341079.5254177708,183270.28360397855,290.9052120698072
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-10,419795.12748936546,225566.0816236607,358.04139940263605
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-11,344281.5262888511,184990.7961648668,293.63618438867746
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2026-12,318129.8597495783,170938.87282675752,271.3315441694564
03N,NHS South Yorkshire ICB - 03N,E54000061,E40000012,North East and Yorkshire,2027-01,363779.7570466697,195467.66743523785,310.2661387860918
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-02,107280.8827921452,57644.61467019868,91.49938836539474
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-03,111121.81467770152,59708.440328180535,94.77530210822307
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-04,113822.83995369347,61159.76657752441,97.07899456749907
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-05,111483.00685650247,59902.51762720137,95.08336131301805
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-06,112090.61909644089,60229.002388778215,95.60159109329875
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-07,118386.21471434337,63611.77827641241,100.97107662922605
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-08,105619.31408793555,56751.813593162435,90.08224379867053
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-09,120701.26464511665,64855.710631632246,102.94557243116229
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-10,145313.9343117117,78080.69370419547,123.93760905427851
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-11,124099.82658281918,66681.84021066672,105.84419081058209
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2026-12,115682.88054896457,62159.21140492267,98.66541492844868
03Q,NHS Humber and North Yorkshire ICB - 03Q,E54000051,E40000012,North East and Yorkshire,2027-01,135674.33746135034,72901.10502489886,115.71603972206168
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-02,214267.1281795045,115130.91353217255,182.74748179709928
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-03,216528.46212819,116345.98299021543,184.67616347653242
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-04,217472.20206670213,116853.07729899186,185.48107507776487
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-05,213172.0501164514,114542.50158648798,181.81349458172696
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-06,215147.39638518798,115603.90294279628,183.49825863935916
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-07,234480.91712135123,125992.2715323212,199.98773259098604
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-08,204074.06241949528,109653.93261300781,174.05386129048858
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-09,227134.66897058478,122044.95461153243,193.72215017703562
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-10,272079.0329951301,146194.64911779115,232.0549985996685
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-11,226217.8098786219,121552.30403216064,192.9401651304137
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2026-12,207119.22356921903,111290.17139587265,176.65106570773435
03R,NHS West Yorkshire ICB - 03R,E54000054,E40000012,North East and Yorkshire,2027-01,233509.3450048009,125470.22232070759,199.1590830487422
