SUB_ICB_CODE,SUB_ICB_NAME,ICB_CODE,REGION_CODE,REGION_NAME,Month,Forecast_Appointments,GP_Appointments,Required_GP_FTE
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2026-12,759362.4732719628,351338.6387591443,669.2164547793225
D9Y0V,NHS Hampshire and Isle Of Wight ICB - D9Y0V,E54000042,E40000005,South East,2027-01,893430.0927690853,413368.48167834803,787.3685365301867
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-02,253156.12902592393,117129.21417127708,223.10326508814683
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-03,247035.66182899897,114297.42212304471,217.70937547246612
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-04,249130.6187497857,115266.70798943313,219.55563426558692
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-05,244060.75447265344,112921.00448614277,215.0876275926529
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-06,239626.02655875523,110869.163206941,211.1793584894114
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-07,258259.75729328571,119490.53945571129,227.60102753468817
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-08,230719.38976029414,106748.27791324188,203.33005316807976
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-09,256009.54040857524,118449.41856152157,225.61794011718393
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-10,306372.56431070063,141751.170866089,270.0022302211219
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-11,256412.39823090416,118635.8111261958,225.97297357370627
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2026-12,232284.8332984846,107472.57075246038,204.709658576115
M2L0M,NHS Shropshire Telford and Wrekin ICB - M2L0M,E54000011,E40000011,Midlands,2027-01,273086.41279524256,126350.47413086431,240.6675697730749
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-02,1246178.497251234,576576.6314321897,1098.2412027279804
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-03,1263802.160807097,584730.6740424157,1113.7727124617443
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-04,1222845.0077395972,565780.7905379253,1077.6776962627148
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-05,1248195.4236778466,577509.8144773699,1100.0186942426094
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-06,1246697.9345728902,576816.9625098173,1098.698976209176
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-07,1354806.4326522322,626836.1481957134,1193.9736156108827
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-08,1173904.750282336,543137.3178344776,1034.5472720656717
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-09,1306766.9587268222,604609.4462322439,1151.6370404423694
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-10,1473767.2507927346,681876.4397327292,1298.8122661575794
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-11,1308642.848253516,605477.37491712,1153.2902379373713
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2026-12,1177885.5630134165,544979.1435439659,1038.055511512316
W2U3Z,NHS North West London ICB - W2U3Z,E54000027,E40000003,London,2027-01,1350039.340747416,624630.5301415828,1189.7724383649197
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-02,249093.00187652025,115249.30357255365,219.52248299534028
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-03,252756.3169055609,116944.23077919228,222.75091576989004
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-04,251763.56066877965,116484.90649450979,221.87601237049483
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-05,251340.84309069705,116289.32530148195,221.5034767647275
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-06,245936.94232355276,113789.07119840884,216.7410879969692
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-07,273296.54901192005,126447.69907273345,240.8527601385399
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-08,235668.35157684167,109038.04277402669,207.6915100457651
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-09,265771.5164540647,122966.04862442604,234.22104499890673
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-10,304797.74883079744,141022.54185625399,268.61436544048377
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-11,258072.22152749475,119403.77119550513,227.43575465810503
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2026-12,239650.92587714558,110880.6835189622,211.2013019408804
X2C4Y,NHS West Yorkshire ICB - X2C4Y,E54000054,E40000012,North East and Yorkshire,2027-01,271766.656626855,125739.85489167892,239.50448550795983
